Country,Year,Value
OECD Asia Oceania,2004,12.008
OECD Asia Oceania,2005,12.242
OECD Asia Oceania,2006,12.201
OECD Asia Oceania,2007,12.48
OECD Asia Oceania,2008,12.095
OECD Asia Oceania,2009,11.717
OECD Asia Oceania,2010,12.123
OECD Asia Oceania,2011,12.391
OECD Asia Oceania,2012,12.569
OECD Asia Oceania,2013,12.572
OECD Asia Oceania,2014,12.255
OECD Asia Oceania,2015,12.004
OECD Asia Oceania,2016,11.764
OECD Asia Oceania,2017,11.753
OECD Asia Oceania,2018,11.626
OECD Asia Oceania,2019,11.325
OECD Asia Oceania,2020,10.723
OECD Asia Oceania,2021,10.727
Bulgaria,1990,14631.81
Bulgaria,1991,13462.73
Bulgaria,1992,13072.45
Bulgaria,1993,11822.6
Bulgaria,1994,9834.01
Bulgaria,1995,9968.18
Bulgaria,1996,9973.21
Bulgaria,1997,9618.35
Bulgaria,1998,8998.55
Bulgaria,1999,8566.45
Bulgaria,2000,8495.96
Bulgaria,2001,7776.69
Bulgaria,2002,8110.6
Bulgaria,2003,8822.07
Bulgaria,2004,8317.19
Bulgaria,2005,7931.83
Bulgaria,2006,7761.5
Bulgaria,2007,7772.65
Bulgaria,2008,7691.44
Bulgaria,2009,7441.69
Bulgaria,2010,7586.15
Bulgaria,2011,7876.34
Bulgaria,2012,7561.51
Bulgaria,2013,7466.39
Bulgaria,2014,7405
Bulgaria,2015,7440.43
Bulgaria,2016,7260
Bulgaria,2017,7125.42
Bulgaria,2018,6801.94
Bulgaria,2019,6527.15
Bulgaria,2020,6406.83
Bulgaria,2021,6560.6
Bulgaria,1990,72.3
Bulgaria,1991,71.101
Bulgaria,1992,72.555
Bulgaria,1993,74.11
Bulgaria,1994,73.146
Bulgaria,1995,71.589
Bulgaria,1996,72.155
Bulgaria,1997,71.964
Bulgaria,1998,74.994
Bulgaria,1999,73.116
Bulgaria,2000,71.586
Bulgaria,2001,73.871
Bulgaria,2002,73.917
Bulgaria,2003,74.442
Bulgaria,2004,73.221
Bulgaria,2005,73.746
Bulgaria,2006,74.545
Bulgaria,2007,75.633
Bulgaria,2008,76.232
Bulgaria,2009,78.293
Bulgaria,2010,78.088
Bulgaria,2011,79.523
Bulgaria,2012,78.179
Bulgaria,2013,75.026
Bulgaria,2014,75.169
Bulgaria,2015,75.85
Bulgaria,2016,73.987
Bulgaria,2017,75.489
Bulgaria,2018,74.63
Bulgaria,2019,74.779
Bulgaria,2020,72.27
Bulgaria,2021,75.011
Lithuania,1995,0.494
Lithuania,1996,0.641
Lithuania,1997,0.551
Lithuania,1998,0.362
Lithuania,1999,0.317
Lithuania,2000,0.22
Lithuania,2001,0.268
Lithuania,2002,0.276
Lithuania,2003,0.266
Lithuania,2004,0.272
Lithuania,2005,0.279
Lithuania,2006,0.27
Lithuania,2007,0.245
Lithuania,2008,0.219
Lithuania,2009,0.184
Lithuania,2010,0.149
Lithuania,2011,0.143
Lithuania,2012,0.142
Lithuania,2013,0.131
Lithuania,2014,0.135
Lithuania,2015,0.146
Lithuania,2016,0.152
Lithuania,2017,0.154
Lithuania,2018,0.155
Lithuania,2019,0.147
Lithuania,2020,0.139
Lithuania,2021,0.137
Monaco,1990,0.71
Monaco,1991,0.7
Monaco,1992,0.7
Monaco,1993,0.69
Monaco,1994,0.68
Monaco,1995,0.68
Monaco,1996,0.73
Monaco,1997,0.6
Monaco,1998,0.65
Monaco,1999,0.91
Monaco,2000,1.1
Monaco,2001,0.95
Monaco,2002,0.96
Monaco,2003,0.92
Monaco,2004,1.22
Monaco,2005,1.37
Monaco,2006,1.57
Monaco,2007,1.46
Monaco,2008,1.52
Monaco,2009,0.76
Monaco,2010,1.01
Monaco,2011,0.88
Monaco,2012,1.03
Monaco,2013,1.06
Monaco,2014,1.14
Monaco,2015,1.14
Monaco,2016,1.1
Monaco,2017,1.13
Monaco,2018,1.15
Monaco,2019,0.9
Monaco,2020,0.56
Monaco,2021,0.4
Kazakhstan,1990,386682.79
Kazakhstan,1991,374535.98
Kazakhstan,1992,351663.68
Kazakhstan,1993,318608.87
Kazakhstan,1994,273342.82
Kazakhstan,1995,260567.69
Kazakhstan,1996,247873.01
Kazakhstan,1997,244367.64
Kazakhstan,1998,252975.04
Kazakhstan,1999,224661.18
Kazakhstan,2000,260434.12
Kazakhstan,2001,247386.51
Kazakhstan,2002,263995.37
Kazakhstan,2003,278029.52
Kazakhstan,2004,282922.77
Kazakhstan,2005,287466.39
Kazakhstan,2006,301694.79
Kazakhstan,2007,303873.68
Kazakhstan,2008,300707.92
Kazakhstan,2009,294889.26
Kazakhstan,2010,315855.51
Kazakhstan,2011,306112.27
Kazakhstan,2012,311685.57
Kazakhstan,2013,320869.54
Kazakhstan,2014,342321.12
Kazakhstan,2015,346827.11
Kazakhstan,2016,346787.34
Kazakhstan,2017,366656.8
Kazakhstan,2018,383836.57
Kazakhstan,2019,352690.65
Kazakhstan,2020,333970.96
Kazakhstan,2021,338123.36
Liechtenstein,1990,237.18
Liechtenstein,1991,229.08
Liechtenstein,1992,240.05
Liechtenstein,1993,243.84
Liechtenstein,1994,249.29
Liechtenstein,1995,239.71
Liechtenstein,1996,233.79
Liechtenstein,1997,257.63
Liechtenstein,1998,260.91
Liechtenstein,1999,256.73
Liechtenstein,2000,272.73
Liechtenstein,2001,249.46
Liechtenstein,2002,256.73
Liechtenstein,2003,270.83
Liechtenstein,2004,273.24
Liechtenstein,2005,273.87
Liechtenstein,2006,282.3
Liechtenstein,2007,262.14
Liechtenstein,2008,283.92
Liechtenstein,2009,266.19
Liechtenstein,2010,249.79
Liechtenstein,2011,240.62
Liechtenstein,2012,250.11
Liechtenstein,2013,248.82
Liechtenstein,2014,217.69
Liechtenstein,2015,210.8
Liechtenstein,2016,198.69
Liechtenstein,2017,205.59
Liechtenstein,2018,204.05
Liechtenstein,2019,200.68
Liechtenstein,2020,185.67
Liechtenstein,2021,184.19
Saudi Arabia,1990,165268.97
Saudi Arabia,2000,296059.87
Saudi Arabia,2010,525332.15
Saudi Arabia,2012,548262.55
Saudi Arabia,2016,653704.02
Cyprus,1990,4644.86
Cyprus,1991,5133.21
Cyprus,1992,5505.66
Cyprus,1993,5749.3
Cyprus,1994,5991.49
Cyprus,1995,5861.93
Cyprus,1996,6211.89
Cyprus,1997,6298.29
Cyprus,1998,6592.49
Cyprus,1999,6858.75
Cyprus,2000,7104.6
Cyprus,2001,6978.5
Cyprus,2002,7169.43
Cyprus,2003,7559.65
Cyprus,2004,7788.73
Cyprus,2005,7957.32
Cyprus,2006,8185.01
Cyprus,2007,8503.49
Cyprus,2008,8715.73
Cyprus,2009,8470.19
Cyprus,2010,8101.12
Cyprus,2011,7787.64
Cyprus,2012,7262.77
Cyprus,2013,6582.61
Cyprus,2014,6950.8
Cyprus,2015,6971.58
Cyprus,2016,7373.67
Cyprus,2017,7503.81
Cyprus,2018,7321.72
Cyprus,2019,7342.34
Cyprus,2020,6910.91
Cyprus,2021,7029.36
Ukraine,1990,0.011
Ukraine,1991,0.011
Ukraine,1992,0.011
Ukraine,1993,0.01
Ukraine,1994,0.011
Ukraine,1995,0.01
Ukraine,1996,0.009
Ukraine,1997,0.009
Ukraine,1998,0.011
Ukraine,1999,0.01
Ukraine,2000,0.014
Ukraine,2001,0.011
Ukraine,2002,0.012
Ukraine,2003,0.013
Ukraine,2004,0.013
Ukraine,2005,0.019
Ukraine,2006,0.021
Ukraine,2007,0.016
Ukraine,2008,0.017
Ukraine,2009,0.007
Ukraine,2010,0.008
Ukraine,2011,0.015
Ukraine,2012,0.029
Ukraine,2013,0.019
Ukraine,2014,0.11
Ukraine,2015,0.127
Ukraine,2016,0.157
Ukraine,2017,0.165
Ukraine,2018,0.14
Ukraine,2019,0.108
Ukraine,2020,0.141
Ukraine,2021,0.117
Cyprus,1992,36.899
Cyprus,1993,39.43
Cyprus,1994,42.072
Cyprus,1995,45.628
Cyprus,1996,53.812
Cyprus,1997,61.899
Cyprus,1998,75.881
Cyprus,1999,86.947
Cyprus,2000,100
Cyprus,2001,113.565
Cyprus,2002,128.571
Cyprus,2003,147.341
Cyprus,2004,171.605
Cyprus,2005,195.067
Cyprus,2006,220.676
Cyprus,2007,245.308
Cyprus,2008,275.657
Cyprus,2009,292.633
Cyprus,2010,318.69
Cyprus,2011,346.525
Cyprus,2012,354.212
Cyprus,2013,361.419
Cyprus,2014,373.447
Cyprus,2015,395.019
Cyprus,2016,427.643
Cyprus,2017,461.099
Cyprus,2018,493.354
Cyprus,2019,532.143
Cyprus,2020,537.604
Cyprus,2021,566.128
Bulgaria,1990,-16344.26
Bulgaria,1991,-16416.61
Bulgaria,1992,-15952.39
Bulgaria,1993,-16290.11
Bulgaria,1994,-16415.96
Bulgaria,1995,-16528.1
Bulgaria,1996,-15942.03
Bulgaria,1997,-16191.83
Bulgaria,1998,-15971.33
Bulgaria,1999,-15838.26
Bulgaria,2000,-17083.34
Bulgaria,2001,-14428.65
Bulgaria,2002,-14770.21
Bulgaria,2003,-14365.28
Bulgaria,2004,-15136.22
Bulgaria,2005,-16460.11
Bulgaria,2006,-13137.03
Bulgaria,2007,-14079.24
Bulgaria,2008,-12395.02
Bulgaria,2009,-12489.43
Bulgaria,2010,-11876.88
Bulgaria,2011,-8519.19
Bulgaria,2012,-8021.08
Bulgaria,2013,-6886.46
Bulgaria,2014,-8163.99
Bulgaria,2015,-7689.09
Bulgaria,2016,-9487.74
Bulgaria,2017,-9426.01
Bulgaria,2018,-9563.65
Bulgaria,2019,-9365.55
Bulgaria,2020,-9405.54
Bulgaria,2021,-9144.09
Saudi Arabia,1990,100
Saudi Arabia,2000,185.672
Saudi Arabia,2010,340.827
Saudi Arabia,2012,360.793
Indonesia,1990,13.88
Indonesia,1991,13.669
Indonesia,1992,14.039
Indonesia,1993,14.585
Indonesia,1994,15.002
Indonesia,2000,11.46
Saudi Arabia,1990,4.852
Saudi Arabia,2000,7.995
Saudi Arabia,2010,11.484
Saudi Arabia,2012,8.866
Saudi Arabia,2016,9.818
Cyprus,1990,31.716
Cyprus,1991,30.117
Cyprus,1992,32.664
Cyprus,1993,33.089
Cyprus,1994,33.711
Cyprus,1995,31.175
Cyprus,1996,31.162
Cyprus,1997,32.518
Cyprus,1998,34.199
Cyprus,1999,35.31
Cyprus,2000,35.686
Cyprus,2001,34.515
Cyprus,2002,35.467
Cyprus,2003,36.458
Cyprus,2004,36.29
Cyprus,2005,37.768
Cyprus,2006,38.699
Cyprus,2007,38.903
Cyprus,2008,39.698
Cyprus,2009,40.91
Cyprus,2010,41.035
Cyprus,2011,40.638
Cyprus,2012,41.243
Cyprus,2013,35.842
Cyprus,2014,35.56
Cyprus,2015,36.347
Cyprus,2016,37.663
Cyprus,2017,36.788
Cyprus,2018,38.011
Cyprus,2019,37.03
Cyprus,2020,35.668
Cyprus,2021,35.612
Canada,1990,18.926
Canada,1991,18.317
Canada,1992,19.112
Canada,1993,19.314
Canada,1994,19.481
Canada,1995,20.364
Canada,1996,20.698
Canada,1997,20.892
Canada,1998,20.723
Canada,1999,21.212
Canada,2000,22.215
Canada,2001,21.398
Canada,2002,22.442
Canada,2003,22.856
Canada,2004,22.676
Canada,2005,22.537
Canada,2006,21.674
Canada,2007,22.232
Canada,2008,21.338
Canada,2009,19.054
Canada,2010,20.106
Canada,2011,20.366
Canada,2012,20.026
Canada,2013,20.049
Canada,2014,19.214
Canada,2015,20.249
Canada,2016,19.219
Canada,2017,19.045
Canada,2018,19.245
Canada,2019,18.746
Canada,2020,16.968
Canada,2021,17.077
Saudi Arabia,1990,88.874
Saudi Arabia,2000,100
Saudi Arabia,2010,90.639
Saudi Arabia,2012,102.22
Cyprus,1990,100
Cyprus,1991,101.919
Cyprus,1992,105.132
Cyprus,1993,109.108
Cyprus,1994,110.938
Cyprus,1995,114.31
Cyprus,1996,117.12
Cyprus,1997,117.816
Cyprus,1998,118.16
Cyprus,1999,118.433
Cyprus,2000,120.85
Cyprus,2001,125.69
Cyprus,2002,129.263
Cyprus,2003,128.102
Cyprus,2004,126.853
Cyprus,2005,123.647
Cyprus,2006,123.977
Cyprus,2007,124.239
Cyprus,2008,123.944
Cyprus,2009,124.233
Cyprus,2010,125.408
Cyprus,2011,125.347
Cyprus,2012,124.044
Cyprus,2013,122.146
Cyprus,2014,122.271
Cyprus,2015,123.255
Cyprus,2016,126.266
Cyprus,2017,128.67
Cyprus,2018,130.498
Cyprus,2019,133.177
Cyprus,2020,137.141
Cyprus,2021,141.336
Liechtenstein,1990,0.41
Liechtenstein,1991,0.48
Liechtenstein,1992,0.54
Liechtenstein,1993,0.58
Liechtenstein,1994,0.62
Liechtenstein,1995,0.67
Liechtenstein,1996,0.74
Liechtenstein,1997,0.77
Liechtenstein,1998,0.83
Liechtenstein,1999,0.89
Liechtenstein,2000,0.93
Liechtenstein,2001,0.99
Liechtenstein,2002,1.05
Liechtenstein,2003,1.11
Liechtenstein,2004,1.17
Liechtenstein,2005,1.22
Liechtenstein,2006,1.26
Liechtenstein,2007,1.27
Liechtenstein,2008,1.3
Liechtenstein,2009,1.24
Liechtenstein,2010,1.26
Liechtenstein,2011,1.24
Liechtenstein,2012,1.26
Liechtenstein,2013,1.29
Liechtenstein,2014,1.25
Liechtenstein,2015,1.29
Liechtenstein,2016,1.29
Liechtenstein,2017,1.32
Liechtenstein,2018,1.31
Liechtenstein,2019,1.33
Liechtenstein,2020,1.33
Liechtenstein,2021,1.36
Kazakhstan,1990,100
Kazakhstan,1991,97.35
Kazakhstan,1992,88.052
Kazakhstan,1993,77.643
Kazakhstan,1994,65.232
Kazakhstan,1995,62.753
Kazakhstan,1996,57.614
Kazakhstan,1997,54.601
Kazakhstan,1998,53.802
Kazakhstan,1999,44.473
Kazakhstan,2000,53.466
Kazakhstan,2001,51.746
Kazakhstan,2002,58.74
Kazakhstan,2003,65.575
Kazakhstan,2004,69.491
Kazakhstan,2005,74.594
Kazakhstan,2006,82.251
Kazakhstan,2007,84.552
Kazakhstan,2008,84.584
Kazakhstan,2009,83.733
Kazakhstan,2010,92.777
Kazakhstan,2011,89.117
Kazakhstan,2012,91.861
Kazakhstan,2013,95.149
Kazakhstan,2014,102.281
Kazakhstan,2015,103.911
Kazakhstan,2016,103.551
Kazakhstan,2017,109.436
Kazakhstan,2018,114.543
Kazakhstan,2019,102.654
Kazakhstan,2020,95.269
Kazakhstan,2021,95.141
Romania,1990,100
Romania,1991,81.827
Romania,1992,75.779
Romania,1993,71.71
Romania,1994,70.719
Romania,1995,73.401
Romania,1996,74.566
Romania,1997,72.005
Romania,1998,65.407
Romania,1999,58.447
Romania,2000,55.316
Romania,2001,56.772
Romania,2002,57.556
Romania,2003,59.837
Romania,2004,59.16
Romania,2005,58.851
Romania,2006,59.249
Romania,2007,60.641
Romania,2008,59.461
Romania,2009,51.06
Romania,2010,49.262
Romania,2011,51.673
Romania,2012,50.826
Romania,2013,46.171
Romania,2014,45.973
Romania,2015,45.54
Romania,2016,44.844
Romania,2017,46.029
Romania,2018,46.371
Romania,2019,45.02
Romania,2020,43.571
Romania,2021,44.88
Belarus,1990,5667.74
Belarus,1991,5501.93
Belarus,1992,5071.04
Belarus,1993,4002.48
Belarus,1994,3255.59
Belarus,1995,3558.4
Belarus,1996,3546.37
Belarus,1997,3754.41
Belarus,1998,4149.85
Belarus,1999,4352.64
Belarus,2000,4171.99
Belarus,2001,4140.06
Belarus,2002,4151.8
Belarus,2003,4511.6
Belarus,2004,4686.52
Belarus,2005,4985.83
Belarus,2006,5323.61
Belarus,2007,5530.3
Belarus,2008,5669.05
Belarus,2009,5595.77
Belarus,2010,5877.42
Belarus,2011,5856.31
Belarus,2012,5945.2
Belarus,2013,6136.94
Belarus,2014,6475.94
Belarus,2015,6035.85
Belarus,2016,5652.53
Belarus,2017,5638.71
Belarus,2018,5688.61
Belarus,2019,6190.85
Belarus,2020,6274.46
Belarus,2021,6311.85
Ukraine,1990,12.537
Ukraine,1991,11.83
Ukraine,1992,12.147
Ukraine,1993,11.139
Ukraine,1994,11.104
Ukraine,1995,10.346
Ukraine,1996,10.969
Ukraine,1997,12.433
Ukraine,1998,12.491
Ukraine,1999,13.982
Ukraine,2000,15.763
Ukraine,2001,16.113
Ukraine,2002,17.32
Ukraine,2003,17.772
Ukraine,2004,18.383
Ukraine,2005,18.298
Ukraine,2006,18.537
Ukraine,2007,19.965
Ukraine,2008,19.771
Ukraine,2009,17.577
Ukraine,2010,18.342
Ukraine,2011,18.946
Ukraine,2012,18.595
Ukraine,2013,17.741
Ukraine,2014,17.082
Ukraine,2015,17.676
Ukraine,2016,17.205
Ukraine,2017,16.047
Ukraine,2018,16.62
Ukraine,2019,17.239
Ukraine,2020,17.609
Ukraine,2021,17.833
Romania,1990,54108.35
Romania,1991,34813.34
Romania,1992,35131.62
Romania,1993,31678.98
Romania,1994,29325.4
Romania,1995,28937.98
Romania,1996,28338.09
Romania,1997,22517.16
Romania,1998,18481.81
Romania,1999,16982.34
Romania,2000,17692.76
Romania,2001,19064.63
Romania,2002,19808.93
Romania,2003,17779.4
Romania,2004,18220.59
Romania,2005,17462.91
Romania,2006,16103.05
Romania,2007,18237.16
Romania,2008,19736.66
Romania,2009,14201.97
Romania,2010,15029.91
Romania,2011,16471.54
Romania,2012,18105.61
Romania,2013,14849.85
Romania,2014,14226.19
Romania,2015,13044.1
Romania,2016,12753.11
Romania,2017,12973.7
Romania,2018,13847.88
Romania,2019,13344.46
Romania,2020,14597.71
Romania,2021,14511.48
Monaco,1990,2.23
Monaco,1991,2.53
Monaco,1992,2.67
Monaco,1993,2.81
Monaco,1994,2.88
Monaco,1995,2.8
Monaco,1996,2.93
Monaco,1997,3.04
Monaco,1998,2.95
Monaco,1999,2.95
Monaco,2000,3.16
Monaco,2001,3.32
Monaco,2002,3.17
Monaco,2003,3.04
Monaco,2004,2.9
Monaco,2005,2.79
Monaco,2006,3.03
Monaco,2007,3.9
Monaco,2008,3.83
Monaco,2009,4.1
Monaco,2010,4.11
Monaco,2011,3.97
Monaco,2012,3.95
Monaco,2013,4.07
Monaco,2014,3.7
Monaco,2015,3.67
Monaco,2016,3.42
Monaco,2017,2.91
Monaco,2018,3.14
Monaco,2019,2.92
Monaco,2020,2.75
Monaco,2021,2.85
Croatia,1990,68.393
Croatia,1991,64.795
Croatia,1992,67.288
Croatia,1993,70.194
Croatia,1994,68.507
Croatia,1995,70.673
Croatia,1996,71.755
Croatia,1997,71.827
Croatia,1998,73.673
Croatia,1999,72.616
Croatia,2000,71.168
Croatia,2001,71.888
Croatia,2002,73.107
Croatia,2003,74.146
Croatia,2004,72.31
Croatia,2005,72.363
Croatia,2006,71.585
Croatia,2007,72.237
Croatia,2008,70.639
Croatia,2009,71.992
Croatia,2010,70.16
Croatia,2011,69.994
Croatia,2012,69.26
Croatia,2013,69.65
Croatia,2014,67.837
Croatia,2015,67.615
Croatia,2016,68.642
Croatia,2017,67.783
Croatia,2018,66.99
Croatia,2019,66.679
Croatia,2020,65.065
Croatia,2021,66.563
Saudi Arabia,1990,12.802
Indonesia,2000,1.985
Romania,1990,164.028
Romania,1991,142.237
Romania,1992,131.543
Romania,1993,126.73
Romania,1994,126.753
Romania,1995,130.106
Romania,1996,130.062
Romania,1997,143.973
Romania,1998,136.844
Romania,1999,133.226
Romania,2000,100
Romania,2001,95.752
Romania,2002,102.416
Romania,2003,105.97
Romania,2004,101.535
Romania,2005,102.393
Romania,2006,100.168
Romania,2007,97.258
Romania,2008,93.885
Romania,2009,89.335
Romania,2010,82.784
Romania,2011,80.372
Romania,2012,80.789
Romania,2013,79.077
Romania,2014,78.441
Romania,2015,77.958
Romania,2016,76.188
Romania,2017,74.888
Romania,2018,73.471
Romania,2019,74.115
Romania,2020,73.177
Romania,2021,71.634
Ukraine,1990,224.688
Ukraine,1991,202.975
Ukraine,1992,188.041
Ukraine,1993,176.264
Ukraine,1994,151.356
Ukraine,1995,138
Ukraine,1996,119.64
Ukraine,1997,122.845
Ukraine,1998,109.087
Ukraine,1999,99.998
Ukraine,2000,100
Ukraine,2001,105.517
Ukraine,2002,107.41
Ukraine,2003,96.059
Ukraine,2004,106.492
Ukraine,2005,107.813
Ukraine,2006,109.301
Ukraine,2007,107.713
Ukraine,2008,129.475
Ukraine,2009,112.64
Ukraine,2010,115.111
Ukraine,2011,140.191
Ukraine,2012,134.072
Ukraine,2013,148.835
Ukraine,2014,148.414
Ukraine,2015,138.754
Ukraine,2016,152.708
Ukraine,2017,147.141
Ukraine,2018,163.112
Ukraine,2019,169.839
Ukraine,2020,158.565
Ukraine,2021,183.374
Croatia,1990,100
Croatia,1991,94.637
Croatia,1992,95.087
Croatia,1993,81.06
Croatia,1994,82.693
Croatia,1995,79.92
Croatia,1996,79.931
Croatia,1997,86.766
Croatia,1998,74.398
Croatia,1999,82.628
Croatia,2000,86.776
Croatia,2001,85.482
Croatia,2002,82.613
Croatia,2003,79.353
Croatia,2004,87.598
Croatia,2005,86.052
Croatia,2006,86.542
Croatia,2007,88.283
Croatia,2008,98.911
Croatia,2009,76.636
Croatia,2010,85.186
Croatia,2011,87.17
Croatia,2012,79.078
Croatia,2013,58.451
Croatia,2014,57.17
Croatia,2015,61.926
Croatia,2016,53.373
Croatia,2017,57.563
Croatia,2018,55.765
Croatia,2019,55.899
Croatia,2020,57.332
Croatia,2021,56.911
Iran,2000,100
Malta,1990,13.368
Malta,1991,14.98
Malta,1992,15.762
Malta,1993,13.398
Malta,1994,15.061
Malta,1995,16.729
Malta,1996,16.959
Malta,1997,17.189
Malta,1998,17.584
Malta,1999,17.514
Malta,2000,18.311
Malta,2001,17.464
Malta,2002,17.394
Malta,2003,16.233
Malta,2004,15.967
Malta,2005,17.677
Malta,2006,17.473
Malta,2007,17.493
Malta,2008,18.126
Malta,2009,18.458
Malta,2010,19.533
Malta,2011,18.987
Malta,2012,17.341
Malta,2013,19.362
Malta,2014,19.65
Malta,2015,27.504
Malta,2016,31.686
Malta,2017,29.883
Malta,2018,32.943
Malta,2019,33.205
Malta,2020,27.836
Malta,2021,29.359
Belarus,1990,3.106
Belarus,1991,3.191
Belarus,1992,3.368
Belarus,1993,3.669
Belarus,1994,4.22
Belarus,1995,4.592
Belarus,1996,4.59
Belarus,1997,4.684
Belarus,1998,4.864
Belarus,1999,5.155
Belarus,2000,5.481
Belarus,2001,5.48
Belarus,2002,5.564
Belarus,2003,5.549
Belarus,2004,5.449
Belarus,2005,5.546
Belarus,2006,5.429
Belarus,2007,5.678
Belarus,2008,5.543
Belarus,2009,5.553
Belarus,2010,5.628
Belarus,2011,5.714
Belarus,2012,5.713
Belarus,2013,5.892
Belarus,2014,6.047
Belarus,2015,6.297
Belarus,2016,6.254
Belarus,2017,6.256
Belarus,2018,6.328
Belarus,2019,6.39
Belarus,2020,6.482
Belarus,2021,6.496
Peru,1994,10.445
Peru,2000,11.819
Peru,2004,6.218
Peru,2005,5.871
Peru,2006,5.679
Peru,2007,5.508
Peru,2008,5.35
Peru,2009,5.199
Peru,2010,5.055
Peru,2011,4.937
Peru,2012,4.819
Peru,2013,4.791
Peru,2014,4.759
Peru,2015,4.749
Peru,2016,4.74
Peru,2017,4.781
Peru,2018,4.818
Peru,2019,4.732
Romania,1990,34651.38
Romania,1991,28962.31
Romania,1992,25443.21
Romania,1993,25435.79
Romania,1994,24496.75
Romania,1995,24591.56
Romania,1996,24023.32
Romania,1997,22588.98
Romania,1998,21942.77
Romania,1999,20847.57
Romania,2000,19794.87
Romania,2001,19835.42
Romania,2002,20285
Romania,2003,20777.47
Romania,2004,20632.25
Romania,2005,21110.52
Romania,2006,21366.73
Romania,2007,21134.84
Romania,2008,20694.17
Romania,2009,20078.88
Romania,2010,17943.59
Romania,2011,18159.6
Romania,2012,17933.31
Romania,2013,18508.49
Romania,2014,18688.57
Romania,2015,18925.02
Romania,2016,18829.94
Romania,2017,18964.97
Romania,2018,19525.42
Romania,2019,19243.1
Romania,2020,19010.69
Romania,2021,19169.3
Malta,1994,0
Malta,1995,0
Malta,1996,0
Malta,1997,0
Malta,1998,0.01
Malta,1999,0.01
Malta,2000,4.63
Malta,2001,8.8
Malta,2002,12.2
Malta,2003,13.56
Malta,2004,20.55
Malta,2005,35.18
Malta,2006,72.57
Malta,2007,89.79
Malta,2008,105.44
Malta,2009,122.23
Malta,2010,134.8
Malta,2011,157.58
Malta,2012,189.64
Malta,2013,200.83
Malta,2014,211.74
Malta,2015,219.99
Malta,2016,234.21
Malta,2017,244.01
Malta,2018,231.37
Malta,2019,220.71
Malta,2020,225.19
Malta,2021,228.8
Romania,1990,13.476
Romania,1991,13.765
Romania,1992,13.057
Romania,1993,13.794
Romania,1994,13.471
Romania,1995,13.029
Romania,1996,12.529
Romania,1997,12.2
Romania,1998,13.047
Romania,1999,13.872
Romania,2000,13.917
Romania,2001,13.588
Romania,2002,13.706
Romania,2003,13.504
Romania,2004,13.563
Romania,2005,13.95
Romania,2006,14.025
Romania,2007,13.554
Romania,2008,13.535
Romania,2009,15.293
Romania,2010,14.166
Romania,2011,13.667
Romania,2012,13.722
Romania,2013,15.59
Romania,2014,15.809
Romania,2015,16.161
Romania,2016,16.33
Romania,2017,16.023
Romania,2018,16.375
Romania,2019,16.623
Romania,2020,16.968
Romania,2021,16.611
Romania,1990,0.48
Romania,1991,0.51
Romania,1992,0.46
Romania,1993,0.49
Romania,1994,0.69
Romania,1995,0.92
Romania,1996,1.46
Romania,1997,1.3
Romania,1998,1.37
Romania,1999,1.53
Romania,2000,8.55
Romania,2001,14.07
Romania,2002,11.5
Romania,2003,9.66
Romania,2004,13
Romania,2005,13.71
Romania,2006,21.44
Romania,2007,26.59
Romania,2008,29.71
Romania,2009,42.13
Romania,2010,54.93
Romania,2011,40.31
Romania,2012,42.01
Romania,2013,47.43
Romania,2014,40.62
Romania,2015,39.76
Romania,2016,36.11
Romania,2017,39.4
Romania,2018,45.9
Romania,2019,59.61
Romania,2020,62.45
Romania,2021,50.17
Monaco,1990,35.21
Monaco,1991,40.11
Monaco,1992,45.82
Monaco,1993,42.92
Monaco,1994,44.27
Monaco,1995,42.84
Monaco,1996,42.61
Monaco,1997,40.62
Monaco,1998,39.3
Monaco,1999,39.76
Monaco,2000,38.09
Monaco,2001,37.85
Monaco,2002,37.67
Monaco,2003,37.47
Monaco,2004,36.62
Monaco,2005,34.96
Monaco,2006,34.93
Monaco,2007,34.29
Monaco,2008,33.35
Monaco,2009,30.73
Monaco,2010,26.52
Monaco,2011,28.46
Monaco,2012,30.86
Monaco,2013,30.68
Monaco,2014,28.33
Monaco,2015,26.56
Monaco,2016,25.54
Monaco,2017,24.72
Monaco,2018,24.29
Monaco,2019,22.88
Monaco,2020,18.89
Monaco,2021,18.25
Iran,1994,83.375
Iran,2000,78.112
Liechtenstein,1991,0
Liechtenstein,1992,0
Liechtenstein,1993,0
Liechtenstein,1994,0
Liechtenstein,1995,0
Liechtenstein,1996,0
Liechtenstein,1997,0
Liechtenstein,1998,0
Liechtenstein,1999,0.01
Liechtenstein,2000,0.01
Liechtenstein,2001,0.01
Liechtenstein,2002,0.01
Liechtenstein,2003,0.03
Liechtenstein,2004,0.04
Liechtenstein,2005,0.05
Liechtenstein,2006,0.06
Liechtenstein,2007,0.07
Liechtenstein,2008,0.06
Liechtenstein,2009,0.05
Liechtenstein,2010,0.05
Liechtenstein,2011,0.06
Liechtenstein,2012,0.04
Liechtenstein,2013,0.04
Liechtenstein,2014,0.02
Liechtenstein,2015,0.01
Liechtenstein,2016,0
Liechtenstein,2017,0
Liechtenstein,2018,0
Liechtenstein,2019,0
Liechtenstein,2020,0
Liechtenstein,2021,0
Finland,1990,0.292
Finland,1991,0.211
Finland,1992,0.251
Finland,1993,0.264
Finland,1994,0.339
Finland,1995,0.309
